Listing_ID,Sale_Price,Date_Sold,Days_on_Market
L00311,378091.0225864615,2023-08-02,66.99188008690831
L00662,444829.0046827773,2023-01-31,10.997958488990475
L00405,336610.00770162547,2023-08-31,117.99750132666408
L01196,443291.9923424482,2024-05-21,59.990922388015846
L01044,1226345.0205814457,2023-11-04,23.00141341694782
L01058,951027.9877083563,2023-09-12,32.00134567253869
L00105,606082.0098400093,2023-09-12,82.99069781522654
L00537,1223304.006982843,2023-12-12,63.02291870760177
L00606,278627.99769843696,2023-03-28,26.97950661733673
L00063,1471036.997790828,2024-06-15,54.00051132424473
L00282,1051675.997209136,2023-10-10,52.00791242836721
L01056,1786323.0008659074,2023-04-08,22.008368208035925
L00239,2048807.9988392852,2023-08-16,62.99397457565161
L00224,537954.9945541117,2023-11-21,97.00557468640106
L00146,192930.0030393727,2023-11-09,29.00640777667039
L01119,1470590.0008020755,2023-05-26,84.99955981829022
L00374,1195569.0063970352,2024-06-28,50.00421378388992
L00119,1822649.9986303367,2024-03-01,39.01946595981265
L00803,1869882.0153952288,2023-03-26,29.99498281245136
L00251,419958.0151716288,2023-06-11,47.00309498866242
L01157,535113.9984391377,2023-09-14,21.00200091515093
L00010,1869003.0163820668,2023-11-01,9.011676284078783
L00450,1107984.0087782769,2023-08-01,93.02237458756228
L00874,871034.9949664401,2023-07-11,76.9993036309035
L00390,1646645.990704293,2023-11-07,12.002437842521545
L00966,869248.9923948472,2023-10-05,40.006761987545225
L00461,1986334.9937718145,2023-04-29,21.99411407291581
L01147,1321870.994023624,2024-03-04,19.00069271100453
L00145,767088.9994718044,2024-04-21,114.00226832468408
L00502,729156.9897835439,2023-04-29,63.99813286241699
L01108,1042462.991504397,2023-10-07,63.00395005775958
L00540,1053416.993981743,2023-09-15,57.99964749172986
L00178,339296.9910699088,2023-10-09,26.01193464288757
L01159,816089.9907184,2024-07-11,101.9834723891788
L01051,851149.9978600839,2023-09-19,48.0172459570702
L00584,1493658.9810034535,2023-10-05,32.990384679606265
L01195,392190.0059386991,2024-02-07,118.01027988356174
L00008,853591.9969521331,2023-12-18,42.009902449414895
L00574,766938.0162848646,2023-09-12,82.0021066383584
L00843,1476021.9961909638,2023-05-13,25.000899903011213
L00358,646043.9916278608,2024-03-07,106.0124493779272
L00330,1691542.0027447157,2024-07-18,105.99764195675202
L00705,1973194.0102996847,2024-05-03,85.97562181853172
L00830,435817.0058485755,2023-03-27,83.01545027271173
L00259,1577127.0001683775,2023-09-17,120.01095825431436
L00891,1485759.9982691852,2023-02-07,25.993581538576223
L00834,1788949.000302792,2023-06-09,78.00409170057365
L01188,1441257.0167330434,2023-06-25,74.99457725109323
L00905,1527748.0018000866,2023-11-30,114.0050130131957
L00526,339477.0014944408,2024-01-06,33.99865600383568
L00814,505407.0109275855,2023-12-02,15.98793054133188
L00732,714721.0029648915,2023-10-31,56.985696791109845
L01032,543686.9918277245,2023-06-13,113.99073800272204
L01141,354940.9962913044,2023-09-03,70.99813296973453
L00441,1586402.001147609,2023-05-16,67.00202464150004
L00532,285682.99484821263,2024-06-24,114.99309933945024
L00960,956749.9890534288,2024-01-21,32.00391116984097
L00229,245398.00412486336,2024-01-16,80.00848858835286
L01041,893217.002179076,2023-10-22,64.99282476099964
L00213,1903132.0147989744,2024-08-30,112.0052051834135
L00080,1506829.9985284386,2023-08-22,64.00045710388085
L00149,327825.9797654283,2023-09-03,39.99988438964498
L00592,1493419.986927712,2023-05-14,6.002379568772452
L00708,1986583.014158786,2023-08-22,97.9977819994941
L00590,389074.99195583054,2023-12-27,59.00490190774971
L00134,518977.0000140629,2024-05-22,99.00572311235096
L00782,328264.99612180126,2024-08-05,116.00291435449306
L00409,1392735.9782095572,2024-02-28,36.00343887161995
L00970,682471.9997613633,2024-03-11,36.012781495001605
L00508,1360596.0016206764,2023-05-13,45.978847077548046
L00877,1677452.9978789398,2023-05-12,59.99126207542564
L00505,308227.9913935237,2023-05-05,79.00236203711599
L00719,172824.00195277657,2023-02-28,32.99085263047056
L00348,2031707.9989835413,2024-07-08,118.98972181507806
L00387,1593699.99777427,2023-11-20,79.98352660652138
L00001,1732445.0033969472,2023-05-30,23.99136943793715
L00361,1783213.0075440817,2024-05-15,78.00627568345953
L01134,1202401.0221629571,2024-08-16,119.00650254682888
L00476,985926.009230754,2024-03-12,5.000699606932884
L00778,880605.0057438116,2024-07-01,58.005316380967685
L00754,1470514.0021932726,2023-11-27,10.01078054709901
L00173,1222863.0231381347,2023-11-25,10.009743813539826
L00451,1317962.0135321338,2023-07-06,64.99386841927081
L00126,1751499.9587118616,2023-10-03,97.98285712718096
L00931,1224704.0016189506,2023-12-27,102.98931067478108
L00531,853529.0213468636,2023-11-13,68.9914216362412
L00091,1038301.0140628476,2023-08-24,8.995755311523162
L01162,1478774.9877198914,2023-07-18,58.98467348386899
L00182,1715178.9937342445,2023-07-28,72.00506670918749
L01027,1345688.9918640456,2024-01-27,55.00938696599417
L01000,1260555.9877231736,2023-06-08,65.97994755724052
L00252,351044.99961198296,2024-02-06,108.01236742706726
L00070,1903299.007338832,2024-01-22,107.01556320816626
L00132,1973250.0008487464,2023-08-07,93.9982397620511
L00301,1228653.9917994384,2023-09-26,110.00587882040324
L01133,1151401.0032434547,2023-08-24,17.006816474818102
L00327,1228788.9873503954,2024-04-24,61.99552098852239
L01020,1642954.9988573762,2023-09-20,67.9850523422761
L00500,284580.0140233828,2024-03-19,35.011513222104746
L00666,1646701.9977260032,2024-03-24,14.99826197022555
L00919,235531.00774246996,2023-07-09,75.9965210225962
L00496,208093.00530974497,2023-11-21,101.01048812897793
L00339,1699184.985633402,2023-07-11,6.009035246825775
L00964,1290491.006298366,2023-07-02,93.00528596315492
L00165,1724484.0022390508,2024-01-29,98.00620031585862
L00029,413547.9957201873,2024-03-23,56.98533780174748
L00517,1679332.0184910842,2024-06-11,31.99622504246344
L00194,303523.998176426,2023-09-06,20.977033430954837
L01104,886595.987216995,2023-11-15,50.00036825462595
L00170,1857421.9938541087,2023-10-02,42.007234732057846
L01059,1084815.9991577812,2023-10-12,35.005649019941
L00174,1682426.0023380404,2023-07-11,87.0019570914465
L00519,1306262.0062426345,2023-11-16,16.001896432808195
L00969,744727.9941158383,2023-12-08,6.989981398409029
L00702,1744115.9918286337,2024-05-08,65.99697274885705
L00492,1859727.9922274011,2023-04-09,89.98513907729587
L00074,1998240.9974232127,2024-06-27,43.99774545708856
L00981,1443575.9897130665,2023-10-21,24.995547519764017
L00588,1040495.9923433583,2024-04-09,94.99652052189904
L00235,1053858.998497636,2023-11-22,62.98400508843567
L00215,1022035.9824362934,2024-04-03,114.00994459202563
L00947,211810.99919627205,2024-05-02,77.99717076278353
L00133,825685.9996105996,2023-12-20,100.00319451365654
L01156,1657590.9902475765,2023-06-02,79.00769747062047
L00733,1411358.0125584577,2024-03-25,7.998115551143776
L00941,1609020.9952833983,2023-07-03,62.99016767146836
L00186,585804.9888740992,2023-03-28,64.0013498127346
L00042,317846.00157511747,2023-10-12,102.99728795141648
L00109,1814665.0007076203,2023-09-24,22.00318503054894
L00849,1514836.00323839,2024-01-25,116.00410780277056
L00569,1371195.9927046862,2023-10-15,95.00521039540894
L00651,406057.0008301285,2023-06-08,56.01644599062246
L01001,1765934.975574839,2023-04-01,27.9973214017086
L01166,745746.9948755314,2024-01-18,106.00606727398886
L00484,272034.9971451593,2024-08-30,116.00693367800328
L00469,136756.0189384701,2023-12-02,51.99947736286335
L00025,1200286.003150338,2024-08-05,85.01886259411373
L00661,1261264.001028955,2024-05-07,63.99708324012801
L00680,1819312.9962942756,2024-05-13,95.0093882698671
L00753,1924218.012487109,2024-04-18,86.02552797895005
L00994,479270.99354205607,2023-01-15,5.004777771403543
L00367,754250.9784347181,2024-05-05,114.99372609231072
L00840,148296.99640110985,2024-05-20,85.0119263544708
L01053,753296.0053507494,2023-10-31,14.010634903661511
L00384,1814035.0006067688,2023-11-16,53.99987666458913
L00455,1000980.999467864,2023-09-30,118.98124637391837
L00265,473311.980330904,2023-10-15,92.9978507893064
L00761,832045.0078470878,2023-08-28,47.01074981886884
L00980,367084.9938928115,2023-06-12,71.98687247498688
L00445,647016.0204713475,2023-07-06,8.992975599315571
L00396,742620.008543996,2023-10-05,42.019363368864845
L00742,545167.0138323439,2023-10-02,58.98581143556517
L00177,1270615.9959985868,2023-05-29,101.01596270931746
L00019,1492785.9981948412,2023-08-30,39.007880759030776
L00949,357662.98833160923,2023-11-26,93.99988803078443
L00815,1474944.996027965,2024-03-22,83.00370314564798
L00596,320125.9945140829,2023-11-26,74.02173175316875
L00062,450852.0127652143,2024-05-19,77.98708289187806
L00273,1141401.0105003617,2024-01-13,105.99246789685496
L01126,808372.9956408131,2023-02-26,31.006776650792908
L00279,1367990.9907152955,2023-10-13,105.00632474553156
L00842,1190669.997897381,2024-07-31,92.00325968653786
L00369,595605.0018493494,2023-03-19,15.019752690118128
L00887,999127.0053018278,2023-07-21,84.00973592322971
L01015,1634988.9952858267,2023-09-03,116.97847786185702
L00860,1505136.0018429249,2023-07-15,47.006124007387314
L00721,634512.9984772982,2023-12-16,98.97460798900843
L00826,1372828.0034643211,2024-02-03,11.994750355467067
L00548,943381.9950518442,2023-12-31,70.01949127223506
L00880,683499.9887307317,2023-07-30,91.01778724246928
L00900,536756.9951838389,2024-05-06,51.00303989527491
L00457,229304.00915496255,2024-09-05,118.0039371697242
L00394,1873026.0019797208,2024-01-08,10.998082667302642
L00676,124983.01558136551,2023-05-07,19.003377133153176
L00912,1558053.0015224053,2024-03-16,54.01191992951417
L00965,795843.00112532,2023-10-28,51.01745497905166
L00376,692833.9975849268,2023-03-10,64.00399138816577
L00413,1844713.9965184885,2023-03-30,84.02088393634595
L00075,480093.99876818096,2024-02-15,9.998943659126242
L01122,1301972.995806674,2023-10-11,51.018707508672286
L00863,694501.9978710221,2024-05-26,51.0109524139179
L00501,692268.0024387442,2023-08-10,26.99938315658105
L00942,528258.0040656815,2023-07-10,87.00283680659727
L00617,801197.0156866265,2023-10-17,75.99283057677667
L00115,1858183.0040416515,2023-07-08,94.99925349698152
L00418,1312981.9823110828,2023-04-13,13.011074183161949
L00602,285878.0064630596,2023-12-18,75.99223765449274
L00605,1502916.0050892648,2024-04-13,95.01313273679956
L00090,514194.9978730881,2024-05-21,103.99436256862468
L01149,1288816.9890134097,2023-05-07,31.010918750411665
L00499,811717.9930887541,2023-09-01,21.99997839964533
L00876,884518.0246281072,2023-02-22,47.00311276061291
L00927,1384196.007464363,2023-10-28,35.005888479585
L00999,1856712.0056808265,2023-04-13,74.0020336178276
L00012,1870887.9869273333,2023-08-02,18.98745474568397
L00397,1507445.003678396,2024-02-05,87.99118477005766
L00755,1589159.004632741,2023-08-14,66.00174035575125
L00556,1652036.006708049,2024-01-24,98.99626366721812
L00043,1928694.9861103375,2024-03-21,100.98511285768215
L00168,967202.000663085,2023-09-01,78.9912443850837
L00417,1629135.0026722136,2023-05-04,115.9873661636182
L00577,1030107.9925156912,2024-08-07,94.0009953617641
L00268,1330386.0008562228,2024-01-30,31.003528601946343
L00808,1783157.9841544232,2024-07-28,100.99768874311472
L00427,942856.9960801802,2024-07-21,100.01191963805324
L00691,282092.0073708315,2024-06-18,101.99214186028208
L00545,1917895.9999712992,2023-12-16,33.00693374886969
L01123,1294669.98326521,2023-06-21,45.996047164240885
L00675,1398092.0052588212,2024-04-15,49.998021098266406
L00690,503932.0019725959,2023-05-13,118.99756287301372
